"internalid","trandate","itemunit","trackingnumber","item_internalid","item_shipquantity","shiptype"
"TOJP202511120041-001","20251118","2","442272651984","A8553N71-72","3","ç≤êÏ"
"TOJP202511120041-001","20251118","2","442272651984","A84B1N71","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A91C0N11-72","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A91C6511","2","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A91C6521","1","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A91C8N21","1","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","T9150N21","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1610022","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1610032","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1645011","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1645021","1","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1645031","1","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1645051","2","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A16450V1","2","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1645061","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1653N61","5","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1654N11","1","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1654N21","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1636N13","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1637N11","2","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1383N21","2","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1664N11","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1664N21","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1657N11","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A1657051","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8436012","2","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8436022","3","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8552N32","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8552N62","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8552N72","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8552NQ2","2","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8552NV2","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8552N12","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8552N22","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8553N32","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8553N62","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8553N72","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8553NV2","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8553N12","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8553N22","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8662N21","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8663061","1","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8663N11","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8663N21","7","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8553N11-72","8","ç≤êÏ"
"TOJP202511120047-001","20251118","4","442272652253","A8553N71-72","8","ç≤êÏ"
"TOJP202511070085","20251118","1","442272652172","B2613111","8","ç≤êÏ"
"TOJP202511070085","20251118","1","442272652172","A2620N21","10","ç≤êÏ"
"TOJP202511070085","20251118","1","442272652172","A9133N22","5","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A91C0N11-72","4","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A1665N21","10","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A1653N61","13","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A1664N11","10","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A1664N21","10","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A1695N41","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A1638N11","10","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8625011","5","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8662N21","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8663061","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8663071","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A86630Q1","1","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8663N11","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8663N21","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8743011","1","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8751511","1","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A81E3011","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8553N11-72","10","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A8553N71-72","7","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A84B1N71","12","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A121AN11","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A2669N11","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A2669N21","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","B2148N71","5","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","B2668N71","5","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3388N11","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3388N21","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3388N51","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3035011","1","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3035021","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3035031","1","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3957N11","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3957N21","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3957N31","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3957N51","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","D2426N12","1","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","D2425N11","1","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3955N11","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3955N21","2","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3954N11","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3954N21","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3954N31","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A3954N61","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A121CN11","3","ç≤êÏ"
"TOJP202511120097-001","20251118","4","442272652360","A121CN21","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A91C0N11-72","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","T9149N12","1","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","T9150N21","1","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1665N21","7","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1645011","7","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1645031","1","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1654N11","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1654N21","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1636N13","10","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1637N11","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1637N21","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1383N21","1","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1339N11","5","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1664N11","7","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1664N21","5","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1657N11","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1657051","1","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1695N11","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1695N41","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A1638N11","7","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A80A1N21","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A80A1N61","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A80E1N61","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A8552NV2","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A8552N12","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A8625011","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A8553N11-72","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A8553N71-72","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A84B1N71","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A2039N11","5","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A2039N21","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A2669N11","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","B2148N71","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","B2668N71","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A2698N21","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A2698N31","2","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A2658N21","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A3331NZ1","1","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A3388N11","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A3388N21","3","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A3388N51","1","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A3040011","1","ç≤êÏ"
"TOJP202511120098-001","20251118","3","442272652091","A3040021","1","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A81B7H21","20","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A81B7H11","20","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","B2613111","8","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A2620N21","2","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A2620N21","2","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A2620N21","1","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A2620N21","5","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A8454012","9","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A8618N21","6","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A8843091","8","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A9133N22","5","ç≤êÏ"
"TOJP202511070084","20251118","2","442272652161","A8617N21","6","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8553N11-72","20","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8553N71-72","20","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8060111","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8060122","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A84N1012","6","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A82E2N11","4","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A82E2N11","6","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A82E2N21","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A82E2N22","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A82E2N62","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A88E2N11","11","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A88E2N12","11","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8552N12","15","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8552N22","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8552N32","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8552N62","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8552N72","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8552NV2","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8552NQ2","5","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8552NQ2","5","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8553N12","15","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8553N22","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8553N32","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8553N62","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8553N72","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8553NQ2","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8553NV2","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8436012","15","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8436022","15","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A85G1N11","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A85G1N21","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8662N12","15","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8662N21","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8662031","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8662061","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A86620V1","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8662071","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8663N11","4","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8663N11","6","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8663N21","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8663061","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A86630V1","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A86630Q1","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8663071","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A85A1N11","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A85A1N21","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A85A1N12","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A85A1N22","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8743011","4","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8891021","10","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8895011","8","ç≤êÏ"
"TOJP202511100042-001","20251118","4","442272652183","A8895021","8","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3035011","3","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3035021","2","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3062N11","1","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3957N11","5","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3957N21","5","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3957N31","2","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3957N51","1","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3388N31","2","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","D0711111","2","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","D2426N12","1","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","D2425N11","1","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","D0719111","2","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","D0731111","1","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","T8410N26","1","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A31X10Q1","1","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3955N11","3","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3955N21","3","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3994N11","2","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A3994N21","2","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A2503018","3","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A25X1N11","3","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A121CN11","3","ç≤êÏ"
"TOJP202511120099-001","20251118","2","442272652102","A121CN21","3","ç≤êÏ"
"TOJP202511100042-002","20251118","1","442272652194","A8060131","10","ç≤êÏ"
"TOJP202511100042-002","20251118","1","442272652194","A87E1011","4","ç≤êÏ"
"FB20251117-A","20251119","10","442272654235","J3013N11","240","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A85A1N12","10","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A2039N11","5","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A2039N21","5","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A2148N11","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","B2148N71","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A2698N21","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A2698N31","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A2698N11","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A2698N51","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3331NZ1","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3331NB1","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3388N11","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3388N21","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3388N51","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3040011","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3040021","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3040031","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3035021","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3957N21","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3957N31","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3957N51","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3035Z51","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3878N11","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3878N21","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3388N31","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3874N21","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3874N81","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A70A1NA1","7","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","D2426N12","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","D2425N11","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","D0718112","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","D0718111","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","D4112521","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","T87B0N11","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3119011","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3119031","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3119091","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A31190A1","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3955N11","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3955N21","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3955N31","5","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3955NQ1","5","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3959N11","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3959N21","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3959N31","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3959N51","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3959N61","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3968Z11","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3968Z21","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3968Z61","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3994N31","3","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3994NQ1","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3954N31","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","A3954N61","2","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","B2557N11","1","ç≤êÏ"
"TOJP202511120040-001","20251119","4","442272652581","B25M8N21","1","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","T9149N22","5","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A1610012","4","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A1638N21","6","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A1665N21","60","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A1217N11","12","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A1614031","3","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A1614061","2","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A1653N11","26","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A1653N21","3","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A1383N11","2","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A8662N12","5","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A8553N12","18","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A8662N21","5","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A8663N11","5","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A8663N21","2","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A82E2N11","4","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A88E2N12","2","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A85A1N12","3","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A2039N11","3","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A2039N31","8","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A2331N11","8","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A2637N26","3","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A2663N13","4","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","B2668N71","5","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","B2692N21","5","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A3035011","30","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A3878N11","3","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A8339NA1","3","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","T87B0N11","4","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","T8W11521","12","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","T8170521","6","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","T8417520","20","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A3136011","5","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A31X1021","16","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A31X1061","1","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A3959N11","4","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A25M2N21","8","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","A25M2N11","5","ç≤êÏ"
"TOJP202511170013-001","20251119","10","442272652894","B2216N11","5","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A2698N11","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A2698N51","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A2658N21","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3331NZ1","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3331NB1","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3388N11","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3388N21","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3388N51","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3040011","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3040021","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3035011","5","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3035021","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3035031","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3062N11","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3062N21","1","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3957N11","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3957N21","1","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3957N21","1","ç≤êÏ"
