"recordtype","tranid","trandate","item_internalid","item_quantity","LOT","‘qŒÉID","•iŽ¿‹æ•ªID"
"Other","DL20251030000495","20251112","A82E2N22","20","K202510095","1","1"
"Other","DL20251030000497","20251112","A82E2N22","20","K202510095","1","1"
"Other","DL20251030000499","20251112","A82E2N22","4","K202510095","1","2"
"Other","DL20251030000498","20251112","A82E2N22","20","K202510095","1","1"
"Other","DL20251030000500","20251112","A82E2N22","20","K202510095","1","1"
"Other","TOJP202510310001","20251031","A1388N11","4","RTN202510","1","2"
"SO_IN","RMA50002620251031513671","20251031","A1383N11","80","RTN202510","1","3"
"SO_IN","RMA50002620251031513671","20251031","A1112N11","40","RTN202510","1","3"
"SO_IN","RMA50002620251031513671","20251031","A1653011","40","RTN202510","1","3"
"SO_IN","RMA50002620251031513671","20251031","A1388N11","28","RTN202510","1","3"
"Other","TOJP202510310003","20251031","A1257011","62","RTN202510","1","6"
"Other","DL20251031000118","20251112","A82E2N12","13","K202510094","1","1"
"Other","DL20251031000119","20251112","A82E2N12","20","K202510094","1","1"
"Other","DL20251031000116","20251112","A82E2N12","20","K202510094","1","1"
"Other","DL20251031000120","20251112","A82E2N12","20","K202510094","1","1"
"Other","DL20251031000115","20251112","A82E2N12","20","K202510094","1","1"
"Other","DL20251031000117","20251112","A82E2N12","20","K202510094","1","1"
"Other","DL20251016000027","20251203","A3130031","1","X202510162","1","3"
"Other","DL20251016000032","20251203","A3130011","738","X202510164","1","3"
"Other","DL20251016000033","20251204","A3117091","1535","X202510165","1","3"
"Other","DL20251016000030","20251204","A3117031","1470","X202510166","1","3"
"Other","DL20251016000031","20251204","A31170A1","189","X202510167","1","3"
"Other","DL20251016000034","20251204","A3117011","2886","X202510168","1","3"
"Other","DL20251016000035","20251113","A3305013","556","X202510169","1","6"
"Procure20251107","PPJP202509020317","20251106","A1645N11","1278","0001JP20251030005299","1","1"
"Procure20251107","PPJP202509020317","20251106","A1645N11","2","0001JP20251030005299","1","2"
"Procure20251107","PPJP202507080400","20251106","A1384N11","3501","0001JP20251030005299","1","1"
"Procure20251107","PPJP202507080400","20251106","A1384N11","3","0001JP20251030005299","1","2"
"Procure20251107","PPJP202509020225","20251107","A1610062","60","0001JP20251030005299","1","1"
"Procure20251107","PPJP202506240357","20251106","A16100V2","120","0001JP20251030005299","1","1"
"Procure20251107","PPJP202507080297","20251106","A1614021","240","0001JP20251030005299","1","1"
"Procure20251107","PPJP202507290190-001","20251106","A1653N21","2038","0001JP20251030005299","1","1"
"Procure20251107","PPJP202507290190-001","20251106","A1653N21","2","0001JP20251030005299","1","2"
"Procure20251110","PPJP202507150200","20251106","A1654031","90","0001JP20251030005299","1","1"
"Procure20251110","PPJP202507010113","20251106","A1654031","30","0001JP20251030005299","1","1"
"Procure20251110","PPJP202506240155","20251106","A1654031","90","0001JP20251030005299","1","1"
"Other","DL20251031000622","20251114","B25M3N21","24","K202510304","1","1"
"Other","DL20251031000622","20251114","B25M3N21","36","K202510304","1","2"
"Other","DL20251031000621","20251114","A87E1011","150","K202510169","1","1"
"Other","DL20251031000623","20251106","A31X1091","41","K202510231","1","3"
"Other","DL20251031000625","20251106","A31X1091","18","K202510231","1","3"
"Other","DL20251031000626","20251106","A31X1091","41","K202510231","1","3"
"Other","DL20251031000624","20251114","A87E1011","32","K202510169","1","1"
"Other","DL20251031000624","20251114","A87E1011","4","K202510169","1","2"
"SO_IN","RMA50001420251101527877","20251111","A3954N11","3","RTN202511","1","2"
"SO_IN","RMA50001420251101528678","20251111","A1653NG1","2","RTN202511","1","2"
"Other","DL20251101000003","20251114","A87E1011","147","K202510169","1","1"
"Other","DL20251101000004","20251203","A3130011","96","I202510282","1","4"
"Other","DL20251101000002","20251204","A3117011","14","I202510281","1","4"
"Other","DL20251101000005","20251114","A87E1011","149","K202510169","1","1"
"Other","DL20251101000103","20251204","A3117011","1","I202510281","1","4"
"Other","DL20251101000102","20251114","A1657N21","250","K202510234","1","1"
"Other","DL20251101000102","20251114","A1657N21","50","K202510234","1","2"
"Other","DL20251101000101","20251111","A9139N21","450","K202510235","1","1"
"Other","DL20251101000104","20251111","A9139N21","450","K202510235","1","1"
"Other","DL20251101000105","20251111","A9139N21","85","K202510235","1","1"
"Other","DL20251101000105","20251111","A9139N21","23","K202510235","1","2"
"Other","DL20251102000003","20251203","A3130011","1","I202510282","1","4"
"Procure20251105","PPJP202505230027","20251106","A25A0021","150","0001JP20251028012040","1","1"
"Procure20251105","PPJP202505060341","20251105","A25A0N11","900","0001JP20251028012040","1","1"
"Procure20251105","PPJP202507080328","20251104","A2663N13","1560","0001JP20251028012040","1","1"
"Procure20251105","PPJP202507220115-001","20251104","A2663N13","1980","0001JP20251028012040","1","1"
"Procure20251105","PPJP202507170009-005","20251105","T8110421","288","0001JP20251028012040","1","1"
"Procure20251105","PPJP202507170009-002","20251105","T8110421","24","0001JP20251028012040","1","1"
"Procure20251105","PPJP202507220126-003","20251106","A25X1N11","600","0001JP20251028012040","1","1"
"Procure20251110","PPJP202507290192","20251106","A1653N51","1800","0001JP20251031003978","1","1"
"Procure20251114","PPJP202507290165","20251117","A1388N21","5520","0001JP20251028017447","1","1"
"Other","DL20251103000069","20251204","A3117011","21","I202510281","1","4"
"Other","DL20251103000070","20251203","A3130011","5","I202510282","1","4"
"Procure20251114","PPJP202509020181","20251127","A91B2NF1","48","0001JP20251027005834","1","1"
"Procure20251114","PPJP202508260095-001","20251127","A1645N21","448","0001JP20251027005834","1","1"
"Procure20251114","PPJP202509020154-001","20251127","A3955N11","1200","0001JP20251027005834","1","1"
"Procure20251114","PPJP202508120177","20251128","T8410N26","149","0001JP20251027005834","1","1"
"Procure20251114","PPJP202508120177","20251128","T8410N26","1","0001JP20251027005834","1","2"
"Procure20251114","PPJP202507080407","20251126","A1637N51","420","0001JP20251027005834","1","1"
"Procure20251114","PPJP202507150047","20251126","A1637N51","210","0001JP20251027005834","1","1"
"Procure20251114","PPJP202508120149","20251126","A1637N51","150","0001JP20251027005834","1","1"
"Procure20251114","PPJP202507220105-004","20251125","A1384N21","208","0001JP20251027005834","1","1"
"Procure20251114","PPJP202509020008-001","20251127","A1638N61","990","0001JP20251027005834","1","1"
"Procure20251114","PPJP202509020312","20251128","B2557N11","1218","0001JP20251027005834","1","1"
"Procure20251114","PPJP202509020189","20251127","A3994N21","1600","0001JP20251027005834","1","1"
"Procure20251114","PPJP202508190047","20251127","A1645N21","192","0001JP20251027005834","1","1"
"Procure20251114","PPJP202510130040","20251128","B2557N11","420","0001JP20251027005834","1","1"
"Procure20251114","PPJP202508260064","20251127","A2039N11","2800","0001JP20251027005834","1","1"
"Procure20251114","PPJP202508120162","20251126","A3954N21","999","0001JP20251027005834","1","1"
"Procure20251114","PPJP202508120162","20251126","A3954N21","1","0001JP20251027005834","1","2"
"Procure20251114","PPJP202509020248","20251127","A16450V1","256","0001JP20251027005834","1","1"
"Procure20251114","PPJP202509160280-001","20251127","A1645051","128","0001JP20251027005834","1","1"
"Procure20251114","PPJP202507220112","20251126","A1637N51","630","0001JP20251027005834","1","1"
"Procure20251114","PPJP202508050171","20251126","A1637N51","180","0001JP20251027005834","1","1"
"Procure20251114","PPJP202507290168","20251126","A1637N51","90","0001JP20251027005834","1","1"
"Procure20251114","PPJP202507010070","20251126","A1637N51","330","0001JP20251027005834","1","1"
"Procure20251114","PPJP202507150036","20251125","A1384N21","16","0001JP20251027005834","1","1"
"Procure20251110","PPJP202509090080-001","20251106","A91F4511","40","0006JP20251031003938","1","1"
"Procure20251110","PPJP202506240822-004","20251106","A3936062","200","0006JP20251031003938","1","1"
"Procure20251110","PPJP202506240823","20251106","A39360Q2","200","0006JP20251031003938","1","1"
"Other","DL20251103000464","20251204","A3117011","13","I202510281","1","4"
"Other","DL20251103000463","20251106","A2524023","20","K202510305","1","1"
"Other","DL20251103000465","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000467","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000468","20251204","A3117011","12","I202510281","1","4"
"Other","DL20251103000466","20251106","A2524023","14","K202510305","1","1"
"Other","DL20251103000466","20251106","A2524023","6","K202510305","1","2"
"Other","DL20251103000470","20251204","A3117011","2","I202510281","1","4"
"Other","DL20251103000469","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000472","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000473","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000471","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000475","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000476","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000474","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000477","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000478","20251204","A3117011","6","I202510281","1","4"
"Other","DL20251103000479","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000480","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000482","20251204","A3117011","21","I202510281","1","4"
"Other","DL20251103000481","20251203","A3130011","3","I202510282","1","4"
"Other","DL20251103000484","20251204","A3117011","13","I202510281","1","4"
"Other","DL20251103000483","20251203","A3130011","3","I202510282","1","4"
"Other","DL20251103000485","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000486","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000487","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000488","20251204","A3117011","21","I202510281","1","4"
"Other","DL20251103000490","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000489","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000491","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000494","20251204","A3117011","16","I202510281","1","4"
"Other","DL20251103000492","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000493","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000495","20251203","A3130011","1","I202510282","1","4"
"Other","DL20251103000496","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000497","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000500","20251204","A3117011","21","I202510281","1","4"
"Other","DL20251103000499","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000498","20251204","A3117011","21","I202510281","1","4"
"Other","DL20251103000501","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000502","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000503","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000504","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000506","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000509","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000505","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000507","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000508","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000510","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000512","20251204","A3117011","20","I202510281","1","4"
"Other","DL20251103000511","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000513","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000514","20251203","A3130011","5","I202510282","1","4"
"Other","DL20251103000515","20251203","A3130011","5","I202510282","1","4"
"Review_return","RMA5515120251104534877","20251111","A3953N11","10","RTN202511","1","1"
"MISC_ORDER_IN20251114","JPO-00000278","20251117","A70A1NA1","20000","JP20251001","1","1"
"Other","DL20251104000132","20251204","A3117011","12","I202510281","1","4"
"Procure20251103","PPJP202509220026","20251106","A1638N61","1020","0001JP20251029006257","1","1"
"Procure20251103","PPJP202507220105-003","20251105","A1384N21","1484","0001JP20251029006257","1","1"
"Procure20251103","PPJP202507220105-003","20251105","A1384N21","4","0001JP20251029006257","1","2"
"Procure20251107","PPJP202510290002","20251105","A1257011","720","0001JP20251030005298","1","1"
"Procure20251103","PPJP202506170104","20251106","A1614021","120","0001JP20251029006257","1","1"
"Procure20251107","PPJP202510290015-001","20251106","A12570V1","1439","0001JP20251030005298","1","1"
"Procure20251107","PPJP202510290015-001","20251106","A12570V1","1","0001JP20251030005298","1","2"
"Procure20251106","PPJP202509190008","20251110","A2637N26","5218","0001JP20251029006301","1","1"
"Procure20251106","PPJP202509190008","20251110","A2637N26","2","0001JP20251029006301","1","2"
"Procure20251106","PPJP202509090106-001","20251112","A82E2N12","300","0001JP20251029006301","1","1"
"Procure20251106","PPJP202507220077","20251112","A82E2N12","600","0001JP20251029006301","1","1"
"Procure20251106","PPJP202510280005","20251112","D0732111","800","0001JP20251029006301","1","1"
"Procure20251106","PPJP202507150015-001","20251113","E811042B","104","0001JP20251029006301","1","1"
"Procure20251106","PPJP202504220295","20251113","B2557N21","126","0001JP20251029006301","1","1"
"Procure20251107","PPJP202508050215","20251111","B2697NZ1","160","0001JP20251029006301","1","1"
"Procure20251107","PPJP202509020283-001","20251111","B2697NZ1","160","0001JP20251029006301","1","1"
"Procure20251118","PPJP202508260136","20251121","A3959N31","520","0006JP20251028017173","1","1"
"Procure20251118","PPJP202509220119","20251120","A87E1012","100","0006JP20251028017173","1","1"
"Procure20251118","PPJP202509160207","20251120","A85G1N12","360","0006JP20251028017173","1","1"
"MISC_ORDER_IN20251106","JPO-00000279","20251107","99018000032","12000","","1","8"
"MISC_ORDER_IN20251106","JPO-00000279","20251107","99018000033","11600","","1","8"
"MISC_ORDER_IN20251106","JPO-00000279","20251107","99018000034","9000","","1","8"
"MISC_ORDER_IN20251106","JPO-00000279","20251107","99018000420","3000","JU2025","1","8"
"MISC_ORDER_IN20251106","JPO-00000279","20251107","99018000421","2000","JU2025","1","8"
"MISC_ORDER_IN20251106","JPO-00000279","20251107","99018000422","2000","JU2025","1","8"
"Procure20251111","PPJP202411190440","20251119","A31190A1","60","0001JP20251015008747","1","1"
"Procure20251114","PPJP202509250003-001","20251117","A17835Z1","84","0001JP20251028017448","1","1"
"Procure20251111","PPJP202510130073","20251120","A82E2NV2","240","0001JP20251015008747","1","1"
"Procure20251114","PPJP202508190333-007","20251117","A1765521","236","0001JP20251028017449","1","1"
"Procure20251111","PPJP202508260159","20251114","A83790A2","880","0001JP20251015008747","1","1"
"Procure20251106","PPJP202509300001","20251110","A17831A1-85","14","0001JP20251017008060","1","1"
"Procure20251116","PPJP202509220110","20251125","A8552N22","300","0001JP20251027005832","1","1"
"Procure20251114","PPJP202507140015-002","20251117","A1725511","256","0001JP20251028017447","1","1"
"Procure20251111","PPJP202510090165-001","20251119","A81H6N11","800","0001JP20251015008747","1","1"
"Procure20251114","PPJP202509250004","20251117","A17835Z1","300","0001JP20251028017448","1","1"
"Procure20251111","PPJP202506120068","20251114","A83B35A1","30","0001JP20251015008747","1","1"
"Procure20251111","PPJP202410220138","20251113","A3105016","32","0001JP20251015008747","1","1"
"Procure20251106","PPJP202509170037","20251110","A17831A1-85","70","0001JP20251017008060","1","1"
"Procure20251116","PPJP202509160287","20251125","A3035021","210","0001JP20251027005832","1","1"
"Procure20251118","PPJP202510200093","20251120","A84N1012","160","0006JP20251028017173","1","1"
"Procure20251111","PPJP202510090037-001","20251119","B25M3N21","54","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508050212-003","20251111","B2692N11","560","0001JP20251015008747","1","4"
"Procure20251111","PPJP202510130065","20251120","B8553012","80","0001JP20251015008747","1","1"
"Procure20251111","PPJP202509020232-001","20251119","A8552N22","1350","0001JP20251015008747","1","1"
"Procure20251116","PPJP202508110030-002","20251121","A1112N21","800","0001JP20251027005832","1","1"
"Procure20251118","PPJP202510200056","20251121","A8355021","80","0006JP20251028017173","1","1"
"Procure20251116","PPJP202508050149","20251121","A1645N21","896","0001JP20251027005832","1","1"
"Procure20251114","PPJP202507140015","20251117","A1725511","824","0001JP20251028017447","1","1"
"Procure20251111","PPJP202410310006-001","20251119","A1633N53","294","0001JP20251015008747","1","1"
"Procure20251111","PPJP202510130072","20251119","A82E2N32","420","0001JP20251015008747","1","1"
"Procure20251111","PPJP202507290140","20251114","A2637N16","1020","0001JP20251015008747","1","1"
"Procure20251116","PPJP202509160265-001","20251126","A2039N11","160","0001JP20251027005832","1","1"
"Procure20251116","PPJP202509160166","20251120","A88E2N11","600","0001JP20251027005832","1","1"
"Procure20251118","PPJP202509160186","20251120","A87E1012","100","0006JP20251028017173","1","1"
"Procure20251111","PPJP202410150041-007","20251120","A3874N31","80","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508050184","20251120","A3954N21","200","0001JP20251015008747","1","1"
"Procure20251111","PPJP202506100250-003","20251113","A25X1N21","300","0001JP20251015008747","1","1"
"Procure20251116","PPJP202509090041-001","20251126","A2039N21","320","0001JP20251027005832","1","1"
"Procure20251116","PPJP202509020306","20251125","T87B1N12","240","0001JP20251027005832","1","1"
"Procure20251118","PPJP202509090140","20251121","A8662N12","2100","0006JP20251028017173","1","1"
"Procure20251111","PPJP202410150041-008","20251112","A3874N31","220","0001JP20251015008747","1","4"
"Procure20251111","PPJP202509020207-001","20251120","A2147N11","479","0001JP20251015008747","1","1"
"Procure20251111","PPJP202509020207-001","20251120","A2147N11","1","0001JP20251015008747","1","2"
"Procure20251116","PPJP202509160267-001","20251127","A81F6N11","240","0001JP20251027005832","1","1"
"Procure20251116","PPJP202509090050","20251125","A1645031","128","0001JP20251027005832","1","1"
"Procure20251118","PPJP202508050090","20251121","A8662N12","900","0006JP20251028017173","1","1"
"Procure20251111","PPJP202507010025","20251119","A1634NV1","160","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508120013","20251112","A121AN11","1020","0001JP20251015008747","1","1"
"Procure20251116","PPJP202509090087-001","20251125","A8552N22","150","0001JP20251027005832","1","1"
"Procure20251116","PPJP202509020208","20251120","A88E2N11","480","0001JP20251027005832","1","1"
"Procure20251118","PPJP202509090029","20251121","A8433012","135","0006JP20251028017173","1","1"
"Procure20251116","PPJP202508120007","20251125","A1383N21","198","0001JP20251027005832","1","1"
"Procure20251116","PPJP202508120007","20251125","A1383N21","2","0001JP20251027005832","1","2"
"Procure20251111","PPJP202510090119","20251119","A2147N31","600","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508050105-001","20251113","A1112N11","2320","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508050222","20251119","T88925W1","453","0001JP20251015008747","1","1"
"Procure20251116","PPJP202510090084-001","20251125","A8552N22","900","0001JP20251027005832","1","1"
"Procure20251116","PPJP202509020323","20251121","T9149N22","1200","0001JP20251027005832","1","1"
"Procure20251114","PPJP202507150039","20251117","A1388N21","8016","0001JP20251028017447","1","1"
"Procure20251116","PPJP202508190083-001","20251120","T87B2N11","720","0001JP20251027005832","1","1"
"Procure20251118","PPJP202510200085-001","20251120","A85A1N21","360","0006JP20251028017173","1","1"
"Procure20251114","PPJP202508190333","20251114","A1765521","619","0001JP20251028017449","1","1"
"Procure20251111","PPJP202510090121","20251120","A2147N61","238","0001JP20251015008747","1","1"
"Procure20251111","PPJP202510090121","20251120","A2147N61","2","0001JP20251015008747","1","2"
"Procure20251111","PPJP202507290202","20251120","A8060121","150","0001JP20251015008747","1","1"
"Procure20251116","PPJP202509220048-001","20251125","B2348112","90","0001JP20251027005832","1","1"
"Procure20251116","PPJP202510090084","20251125","A8552N22","150","0001JP20251027005832","1","1"
"Procure20251116","PPJP202508260111-001","20251125","A3994N21","240","0001JP20251027005832","1","1"
"Procure20251111","PPJP202508050119","20251119","A81H5N11","1120","0001JP20251015008747","1","1"
"Procure20251111","PPJP202507150188","20251114","A2637N16","720","0001JP20251015008747","1","1"
"Procure20251116","PPJP202506240827-001","20251125","T8170521","186","0001JP20251027005832","1","1"
"Procure20251116","PPJP202509160204","20251125","T87B1N12","600","0001JP20251027005832","1","1"
"Procure20251116","PPJP202508050203","20251120","A1653N11","2520","0001JP20251027005832","1","1"
"Procure20251111","PPJP202508120093","20251119","A81H5N11","1120","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508120164","20251114","A3874N11","200","0001JP20251015008747","1","1"
"Procure20251116","PPJP202510200008-001","20251117","A3330Z11","400","0001JP20251027005832","1","4"
"Procure20251116","PPJP202507290154","20251121","A1645N21","896","0001JP20251027005832","1","1"
"Procure20251116","PPJP202510200074","20251125","A8552N22","600","0001JP20251027005832","1","1"
"Procure20251114","PPJP202509020315","20251127","A8052012","270","0001JP20251027005834","1","1"
"Procure20251111","PPJP202509160172","20251119","B25M8N21","36","0001JP20251015008747","1","1"
"Procure20251111","PPJP202407300078","20251119","A3301012","240","0001JP20251015008747","1","1"
"Procure20251111","PPJP202507220127","20251119","B25M8N61","12","0001JP20251015008747","1","1"
"Procure20251116","PPJP202510200008","20251117","A3330Z11","1400","0001JP20251027005832","1","4"
"Procure20251116","PPJP202510200069","20251126","B26561Q1","60","0001JP20251027005832","1","1"
"Procure20251116","PPJP202508050182","20251125","A1339N11","380","0001JP20251027005832","1","1"
"Procure20251114","PPJP202509020023","20251125","T291C000","510","0001JP20251027005834","1","1"
"Procure20251111","PPJP202508050213-003","20251113","B2692N21","2200","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508050151-001","20251119","A1645N51","896","0001JP20251015008747","1","1"
"Procure20251116","PPJP202507220111","20251126","A1637NV1","1020","0001JP20251027005832","1","1"
"Procure20251116","PPJP202509020237","20251125","A8553N32","270","0001JP20251027005832","1","1"
"Procure20251114","PPJP202507290204","20251125","T88925W1","51","0001JP20251027005834","1","1"
"Procure20251118","PPJP202509090045","20251120","A81E1011","150","0006JP20251028017173","1","1"
"Procure20251111","PPJP202508050212-004","20251111","B2692N11","280","0001JP20251015008747","1","4"
"Procure20251111","PPJP202509090055","20251119","A3035021","210","0001JP20251015008747","1","1"
"Procure20251116","PPJP202507150048","20251126","A1637NV1","480","0001JP20251027005832","1","1"
"Procure20251116","PPJP202507220142","20251125","A8895N12","1040","0001JP20251027005832","1","1"
"Procure20251114","PPJP202507290185","20251128","E87B0N12","120","0001JP20251027005834","1","1"
"Procure20251118","PPJP202510090046-001","20251121","A3959N51","120","0006JP20251028017173","1","1"
"Procure20251111","PPJP202509020240-002","20251119","A81H5N11","400","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508260019-001","20251119","A121AN21","300","0001JP20251015008747","1","1"
"Procure20251116","PPJP202507290157","20251121","T8W11521","504","0001JP20251027005832","1","1"
"Procure20251116","PPJP202508120200","20251121","A3957N21","2000","0001JP20251027005832","1","1"
"Procure20251114","PPJP202508120161","20251127","A1339N11","600","0001JP20251027005834","1","1"
"Procure20251118","PPJP202508190066","20251121","A3959N31","1520","0006JP20251028017173","1","1"
"Procure20251111","PPJP202507150086","20251117","A1664N51","510","0001JP20251015008747","1","1"
"Procure20251111","PPJP202507150087","20251119","A1664N61","810","0001JP20251015008747","1","1"
"Procure20251116","PPJP202508050157","20251121","T8W11521","312","0001JP20251027005832","1","1"
"Procure20251116","PPJP202510090061","20251125","A83120A2","240","0001JP20251027005832","1","1"
"Procure20251114","PPJP202510090033","20251127","A1645N31","256","0001JP20251027005834","1","1"
"Procure20251118","PPJP202509020307-001","20251121","A85G1N21","480","0006JP20251028017173","1","1"
"Procure20251111","PPJP202507290183-001","20251117","A1664N51","150","0001JP20251015008747","1","1"
"Procure20251111","PPJP202509020310","20251120","A8060121","150","0001JP20251015008747","1","1"
"Procure20251116","PPJP202507010006","20251125","A1638N61","180","0001JP20251027005832","1","1"
"Procure20251116","PPJP202508110030","20251121","A1112N21","3400","0001JP20251027005832","1","1"
"Procure20251114","PPJP202508120066","20251127","A81B5N11","2000","0001JP20251027005834","1","1"
"Procure20251118","PPJP202508050162","20251120","A3959N11","1040","0006JP20251028017173","1","1"
"Procure20251114","PPJP202508050202","20251127","A8895N12","2000","0001JP20251027005834","1","1"
"Procure20251118","PPJP202508010008","20251120","T2292N11","449","0006JP20251028017172","1","1"
"Procure20251111","PPJP202507080438-001","20251117","A1664N51","570","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508050189","20251113","A25X1N21","588","0001JP20251015008747","1","1"
"Procure20251116","PPJP202507010014-002","20251120","A1665N11","800","0001JP20251027005832","1","1"
"Procure20251116","PPJP202509160175","20251127","B25M8N61","24","0001JP20251027005832","1","1"
"Procure20251114","PPJP202509220137","20251125","T87B1N12","240","0001JP20251027005834","1","1"
"Procure20251118","PPJP202508190065","20251120","A3959N11","2000","0006JP20251028017173","1","1"
"Procure20251114","PPJP202506170069","20251127","A8663031","135","0001JP20251027005834","1","1"
"Procure20251111","PPJP202509020007","20251114","A1638N21","2010","0001JP20251015008747","1","1"
"Procure20251116","PPJP202510210001","20251119","A2039N31","400","0001JP20251027005832","1","1"
"Procure20251116","PPJP202508190031","20251126","A2039N11","640","0001JP20251027005832","1","1"
"Procure20251114","PPJP202509020321","20251127","A1645N31","1024","0001JP20251027005834","1","1"
"Procure20251118","PPJP202508260142","20251120","A3959N11","1000","0006JP20251028017173","1","1"
"Procure20251114","PPJP202508260017","20251127","A1383NV1","240","0001JP20251027005834","1","1"
"Procure20251111","PPJP202510140006","20251114","A31X1021","192","0001JP20251015008747","1","1"
"Procure20251116","PPJP202509080004-002","20251120","A110AH11","88","0001JP20251027005832","1","1"
"Procure20251114","PPJP202507010068","20251121","A1637N11","2010","0001JP20251027005834","1","1"
"Procure20251118","PPJP202507290160","20251120","A3959N11","160","0006JP20251028017173","1","1"
"Procure20251114","PPJP202508050165","20251127","D2426N12","102","0001JP20251027005834","1","1"
"Procure20251111","PPJP202408060028","20251119","A3301012","120","0001JP20251015008747","1","1"
"Procure20251111","PPJP202509160275","20251119","A8355011","800","0001JP20251015008747","1","1"
"Procure20251111","PPJP202508050075-001","20251114","A2637N16","1800","0001JP20251015008747","1","1"
"Procure20251116","PPJP202509020288","20251125","A83B51A1","48","0001JP20251027005832","1","1"
"Procure20251116","PPJP202510200087-001","20251126","A82E2N32","60","0001JP20251027005832","1","1"
"Procure20251114","PPJP202508050172","20251128","A1637NV1","510","0001JP20251027005834","1","1"
"Procure20251118","PPJP202509020325-001","20251120","A3959N11","840","0006JP20251028017173","1","1"
"Procure20251114","PPJP202509090044","20251127","A81B6N21","400","0001JP20251027005834","1","1"
"Procure20251118","PPJP202510090046-002","20251121","A3959N51","120","0006JP20251028017173","1","1"
"Procure20251114","PPJP202508120155-001","20251119","A1229027","40","0001JP20251028017449","1","1"
"Procure20251114","PPJP202507080402","20251117","A1388N11","1968","0001JP20251028017447","1","1"
"SO_IN","RMA52620251104535098","20251107","A25X1N21","12","0001JP20250903014620","1","1"
"Procure20251111","PPJP202508050111-001","20251119","A81F6N21","480","0001JP20251015008747","1","1"
"Procure20251116","PPJP202510200024","20251126","A2147NV1","480","0001JP20251027005832","1","1"
"Procure20251116","PPJP202507150248","20251120","A31050A6","32","0001JP20251027005832","1","1"
"Procure20251114","PPJP202508120177-001","20251128","T8410N26","60","0001JP20251027005834","1","1"
"Procure20251118","PPJP202509090028","20251120","A8432022","1500","0006JP20251028017173","1","1"
"Procure20251114","PPJP202412030276","20251128","A3119091","420","0001JP20251027005834","1","1"
"Procure20251114","PPJP202505130600","20251117","A1388N11","2880","0001JP20251028017447","1","1"
"Procure20251118","PPJP202509020183","20251121","A81520N2","450","0006JP20251028017173","1","1"
"Procure20251114","PPJP202509260002","20251127","AS320011","200","0001JP20251027005835","1","1"
"Procure20251111","PPJP202508190009","20251114","A1638N21","210","0001JP20251015008747","1","1"
"Procure20251116","PPJP202510090123","20251126","A2147NV1","120","0001JP20251027005832","1","1"
"Procure20251116","PPJP202509160288","20251125","A3035031","150","0001JP20251027005832","1","1"
"Procure20251114","PPJP202509020181-001","20251127","A91B2NF1","60","0001JP20251027005834","1","1"
"Procure20251118","PPJP202508120228","20251121","A3949N21","2000","0006JP20251028017173","1","1"
